,name,homepage,resource,labels,category,description,projectrank,show,github_id,pypi_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank_placing,updated_github_id,github_release_downloads,trending,new_addition,gitlab_id,gitlab_url
119,django-baton,https://github.com/otto-torino/django-baton,,[],admin-interface,"A cool, modern and responsive django admin application based on bootstrap 5 that brings AI to the Django admin -..",25,True,otto-torino/django-baton,django-baton,https://github.com/otto-torino/django-baton,MIT,2017-02-10 12:54:24,2025-05-26 09:34:07,2025-05-21 15:56:14,1103.0,5.0,99.0,13.0,108.0,2.0,184.0,942.0,2025-05-21 15:57:11,4.2.3,54.0,462.0,462.0,17.0,https://pypi.org/project/django-baton,6375.0,6375.0,3.0,,,,,,
120,django-easy-audit,https://github.com/soynatan/django-easy-audit,,[],fields-versioning,"Yet another Django audit log app, hopefully the simplest one.",25,True,soynatan/django-easy-audit,django-easy-audit,https://github.com/soynatan/django-easy-audit,GPL-3.0,2016-10-23 06:55:16,2025-04-19 03:04:34,2025-04-19 02:59:50,321.0,4.0,182.0,14.0,167.0,81.0,81.0,803.0,2024-10-09 11:35:31,1.3.7,59.0,358.0,358.0,51.0,https://pypi.org/project/django-easy-audit,63250.0,63250.0,3.0,,,,,,
121,django-seed,https://github.com/Brobin/django-seed,,[],example-data,Seed your Django database with fake data.,25,True,brobin/django-seed,django-seed,https://github.com/Brobin/django-seed,MIT,2015-04-20 23:46:29,2024-04-08 02:46:34,2021-10-08 16:42:39,189.0,,82.0,10.0,66.0,20.0,42.0,703.0,2021-10-08 16:29:50,0.3.1,13.0,5228.0,5228.0,23.0,https://pypi.org/project/django-seed,27424.0,27424.0,1.0,,,,,,
122,django-browser-reload,https://github.com/adamchainz/django-browser-reload,,[],development,Automatically reload your browser in development.,25,True,adamchainz/django-browser-reload,django-browser-reload,https://github.com/adamchainz/django-browser-reload,MIT,2021-12-14 23:01:24,2025-05-25 15:40:01,2025-05-25 15:39:08,366.0,14.0,33.0,4.0,284.0,15.0,27.0,595.0,,,,6525.0,6525.0,6.0,https://pypi.org/project/django-browser-reload,167426.0,167426.0,2.0,,,,,,
123,svcs,https://github.com/hynek/svcs,,[],dependency-injection,A Flexible Service Locator for Python.,25,True,hynek/svcs,svcs,https://github.com/hynek/svcs,MIT,2023-07-12 08:43:28,2025-05-05 17:26:20,2025-05-05 17:26:18,568.0,3.0,22.0,5.0,72.0,1.0,18.0,349.0,2025-01-25 13:14:37,25.1.0,23.0,177.0,177.0,8.0,https://pypi.org/project/svcs,6757427.0,6757427.0,2.0,,,,,,
124,django-minio-storage,https://github.com/py-pa/django-minio-storage,,[],storage,A django storage driver for minio.,25,True,py-pa/django-minio-storage,django-minio-storage,https://github.com/py-pa/django-minio-storage,MIT,2016-07-11 10:36:18,2025-05-08 17:24:03,2025-05-08 17:21:03,237.0,10.0,54.0,6.0,71.0,8.0,76.0,159.0,2025-05-08 17:24:03,0.5.8,9.0,373.0,373.0,18.0,https://pypi.org/project/django-minio-storage,29026.0,29026.0,3.0,,,,,,
125,Tandoor Recipes,https://github.com/TandoorRecipes/recipes,,[],recipe-management-framework,"Application for managing recipes, planning meals, building shopping lists and much much more!.",24,True,TandoorRecipes/recipes,,https://github.com/TandoorRecipes/recipes,,2019-11-13 20:34:02,2025-05-21 14:58:42,2025-05-21 14:58:39,6685.0,81.0,637.0,41.0,1430.0,274.0,1714.0,6322.0,2025-05-14 05:01:45,2.0.0-alpha-4,100.0,,,419.0,,,,1.0,,,,,,
126,factory_boy,https://github.com/FactoryBoy/factory_boy,,[],testing,A test fixtures replacement for Python.,24,True,FactoryBoy/factory_boy,factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59,2025-02-03 09:49:14,2025-02-03 09:49:09,1034.0,,393.0,40.0,521.0,159.0,432.0,3644.0,,,,,,133.0,https://pypi.org/project/factory_boy,6873732.0,6873732.0,3.0,,,,,,
127,django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,,[],admin-interface,Extends the Django Admin to include a extensible dashboard and navigation menu.,24,True,django-admin-tools/django-admin-tools,django-admin-tools,https://github.com/django-admin-tools/django-admin-tools,MIT,2015-06-20 11:09:46,2023-08-10 12:40:54,2023-08-10 12:40:07,570.0,,112.0,25.0,49.0,19.0,61.0,879.0,,,,1616.0,1616.0,82.0,https://pypi.org/project/django-admin-tools,91827.0,91827.0,3.0,,,,,,
128,django-pandas,https://github.com/chrisdev/django-pandas,,[],pandas-integration,Tools for working with pandas in your Django projects.,24,True,chrisdev/django-pandas,django-pandas,https://github.com/chrisdev/django-pandas,BSD-3-Clause,2012-08-01 01:51:39,2024-04-03 20:49:53,2024-04-03 14:42:46,256.0,,115.0,29.0,74.0,15.0,71.0,808.0,,,,2593.0,2593.0,35.0,https://pypi.org/project/django-pandas,130183.0,130183.0,1.0,,,,,,
129,python-inject,https://github.com/ivankorobkov/python-inject,,[],dependency-injection,Python dependency injection.,24,True,ivankorobkov/python-inject,inject,https://github.com/ivankorobkov/python-inject,Apache-2.0,2010-02-08 06:46:16,2024-11-29 10:39:23,2024-11-29 10:39:23,344.0,,79.0,17.0,44.0,22.0,47.0,722.0,,,,918.0,918.0,33.0,https://pypi.org/project/inject,2244805.0,2244805.0,2.0,,,,,,
130,vulnerablecode,https://github.com/aboutcode-org/vulnerablecode,,[],vulnerability-database,A free and open vulnerabilities database and the packages they impact. And the tools to aggregate and correlate these..,24,True,aboutcode-org/vulnerablecode,vulnerablecode,https://github.com/aboutcode-org/vulnerablecode,Apache-2.0,2017-05-19 07:56:17,2025-05-26 11:40:20,2025-04-30 14:51:30,2648.0,39.0,227.0,23.0,776.0,601.0,482.0,584.0,2025-03-26 16:28:59,36.0.0,48.0,,,50.0,https://pypi.org/project/vulnerablecode,399.0,406.0,1.0,,393.0,,,,
131,django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,,[],restful-api-ninja,Django Ninja Extra - Class-Based Utility and more for Django Ninja(Fast Django REST framework).,24,True,eadwinCode/django-ninja-extra,django-ninja-extra,https://github.com/eadwinCode/django-ninja-extra,MIT,2021-06-17 09:58:17,2025-05-10 21:33:32,2025-05-10 21:33:32,799.0,50.0,39.0,8.0,162.0,16.0,72.0,473.0,2025-04-20 06:31:53,0.30.0,54.0,,,24.0,https://pypi.org/project/django-ninja-extra,122197.0,122197.0,2.0,,,,,,
132,django-guid,https://github.com/snok/django-guid,,[],logging,"Inject an ID into every log message from a Django request. ASGI compatible, integrates with Sentry, and works with..",24,True,snok/django-guid,django-guid,https://github.com/snok/django-guid,MIT,2019-12-20 10:25:27,2025-05-13 16:10:20,2025-05-13 16:10:20,209.0,2.0,28.0,7.0,109.0,5.0,25.0,463.0,2025-02-07 14:57:34,3.5.1,19.0,261.0,261.0,14.0,https://pypi.org/project/django-guid,107387.0,107387.0,3.0,,,,,,
133,django-address,https://github.com/furious-luke/django-address,,[],fields-addresses,A Django address model and field. Addresses may be specified by address components or by performing an automatic..,24,True,furious-luke/django-address,django-address,https://github.com/furious-luke/django-address,BSD-3-Clause,2011-04-16 01:58:58,2023-10-13 21:23:29,2022-05-05 01:23:36,216.0,,162.0,19.0,69.0,41.0,85.0,435.0,2022-05-06 20:00:17,0.2.8,7.0,475.0,475.0,22.0,https://pypi.org/project/django-address,9827.0,9827.0,1.0,,,,,,
134,FastDepends,https://github.com/Lancetnik/FastDepends,,[],dependency-injection,FastDepends - FastAPI Dependency Injection system extracted from FastAPI and cleared of all HTTP logic. Async and sync..,24,True,lancetnik/FastDepends,fast-depends,https://github.com/Lancetnik/FastDepends,MIT,2023-04-16 06:27:58,2025-05-26 11:34:11,2025-05-22 17:35:49,171.0,4.0,17.0,6.0,134.0,14.0,23.0,375.0,2024-10-16 17:44:00,2.4.12,28.0,613.0,613.0,10.0,https://pypi.org/project/fast-depends,599315.0,599315.0,2.0,,,,,,
135,django-fsm-log,https://github.com/jazzband/django-fsm-log,,[],finite-state-machine,Automatic logging for Django FSM.,24,True,jazzband/django-fsm-log,django-fsm-log,https://github.com/jazzband/django-fsm-log,MIT,2013-10-30 03:15:55,2025-05-19 17:18:30,2025-03-14 08:44:40,405.0,6.0,75.0,9.0,169.0,12.0,37.0,243.0,2025-03-14 08:45:29,4.0.4,15.0,160.0,160.0,28.0,https://pypi.org/project/django-fsm-log,53352.0,53352.0,2.0,,,,,,
136,django-typer,https://github.com/django-commons/django-typer,,[],management-commands,Use Typer (type hints) to define the interface for your Django management commands.,24,True,bckohan/django-typer,django-typer,https://github.com/django-commons/django-typer,MIT,2023-10-23 22:31:55,2025-05-02 16:20:57,2025-05-02 16:20:55,1017.0,113.0,3.0,3.0,70.0,14.0,128.0,192.0,2025-04-30 18:29:27,3.1.1,30.0,66.0,66.0,7.0,https://pypi.org/project/django-typer,25209.0,25209.0,3.0,django-commons/django-typer,4.0,,,,
137,Intel owl,https://github.com/intelowlproject/IntelOwl,,[],security-framework,IntelOwl: manage your Threat Intelligence at scale.,23,True,intelowlproject/IntelOwl,,https://github.com/intelowlproject/IntelOwl,AGPL-3.0,2019-12-31 15:18:52,2025-05-23 09:25:29,2025-05-20 12:33:26,2885.0,57.0,482.0,78.0,2200.0,49.0,575.0,4127.0,2025-05-20 07:49:31,6.4.0,72.0,,,70.0,,,,3.0,,,,,,
138,CISO Assistant (Community Edition),https://github.com/intuitem/ciso-assistant-community,,[],grc-framework,"CISO Assistant is a one-stop-shop for GRC, covering Risk, AppSec, Compliance/Audit Management, Privacy and supporting..",23,True,intuitem/ciso-assistant-community,,https://github.com/intuitem/ciso-assistant-community,,2023-09-20 16:47:58,2025-05-26 15:55:25,2025-05-23 15:41:40,5845.0,312.0,382.0,35.0,1561.0,76.0,341.0,2936.0,2025-05-23 16:54:01,2.5.8,100.0,,,56.0,,,,1.0,,,,,,
139,django-compressor,https://github.com/django-compressor/django-compressor,,[],templates,Compresses linked and inline javascript or CSS into a single cached file.,23,True,django-compressor/django-compressor,django-compressor,https://github.com/django-compressor/django-compressor,,2010-02-05 15:48:14,2025-04-07 08:14:07,2025-03-17 10:15:35,1651.0,1.0,568.0,47.0,614.0,115.0,551.0,2846.0,,,,,,220.0,https://pypi.org/project/django-compressor,777994.0,777994.0,3.0,,,,,,
140,viewflow,https://github.com/viewflow/viewflow,,[],finite-state-machine,Reusable workflow library for Django.,23,True,viewflow/viewflow,viewflow,https://github.com/viewflow/viewflow,AGPL-3.0,2013-09-10 10:16:35,2025-05-22 08:50:42,2025-05-22 08:50:40,211.0,8.0,409.0,105.0,106.0,19.0,341.0,2781.0,2024-04-09 05:47:09,2.0.0,3.0,356.0,356.0,2.0,https://pypi.org/project/viewflow,200.0,200.0,3.0,,,,,,
141,CheckMK,https://github.com/Checkmk/checkmk,,[],apm,Checkmk - Best-in-class infrastructure & application monitoring.,23,True,Checkmk/checkmk,,https://github.com/Checkmk/checkmk,GPL-2.0,2019-02-20 12:29:54,2025-05-26 15:13:14,2025-05-26 14:47:31,85674.0,2879.0,487.0,70.0,819.0,,,1848.0,,,,,,367.0,,,,3.0,,,,,,
142,django-multitenant,https://github.com/citusdata/django-multitenant,,[],multiple-tenants,Python/Django support for distributed multi-tenant databases like Postgres+Citus.,23,True,citusdata/django-multitenant,django-multitenant,https://github.com/citusdata/django-multitenant,MIT,2017-05-19 05:23:40,2024-07-17 11:22:36,2024-04-30 12:19:32,297.0,,119.0,41.0,143.0,43.0,56.0,765.0,2023-09-26 15:28:27,4.0.0,15.0,79.0,79.0,25.0,https://pypi.org/project/django-multitenant,36035.0,36035.0,3.0,,,,,,
143,django-dirtyfields,https://github.com/romgar/django-dirtyfields,,[],fields-versioning,Tracking dirty fields on a Django model.,23,True,romgar/django-dirtyfields,django-dirtyfields,https://github.com/romgar/django-dirtyfields,BSD-3-Clause,2010-09-09 06:54:09,2025-05-21 12:14:34,2025-05-21 12:14:31,645.0,7.0,97.0,10.0,168.0,12.0,62.0,641.0,,,,668.0,668.0,44.0,https://pypi.org/project/django-dirtyfields,326505.0,326505.0,3.0,,,,,,
144,django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,,[],configuration,config and manage typed extra settings using just the django admin.,23,True,fabiocaccamo/django-extra-settings,django-extra-settings,https://github.com/fabiocaccamo/django-extra-settings,MIT,2020-02-12 10:59:54,2025-05-19 16:57:00,2025-04-03 13:23:31,337.0,4.0,31.0,9.0,145.0,4.0,34.0,586.0,2025-04-03 13:26:13,0.14.0,24.0,110.0,110.0,12.0,https://pypi.org/project/django-extra-settings,25406.0,25406.0,3.0,,,,,,
145,django-authtools,https://github.com/fusionbox/django-authtools,,[],custom-user,A custom User model for everybody!.,23,True,fusionbox/django-authtools,django-authtools,https://github.com/fusionbox/django-authtools,BSD-2-Clause,2013-05-20 23:19:33,2024-03-19 18:47:15,2024-03-19 18:47:10,248.0,,93.0,30.0,73.0,10.0,45.0,371.0,,,,1010.0,1010.0,31.0,https://pypi.org/project/django-authtools,9208.0,9208.0,1.0,,,,,,
146,django-allauth-2fa,https://github.com/valohai/django-allauth-2fa,,[],authentication-authorization,Two-factor authentication for Django Allauth.,23,True,valohai/django-allauth-2fa,django-allauth-2fa,https://github.com/valohai/django-allauth-2fa,,2015-04-04 12:31:29,2025-05-19 17:44:32,2025-01-16 06:47:14,395.0,,49.0,10.0,131.0,13.0,61.0,219.0,2025-01-16 06:52:15,0.12.0,4.0,249.0,249.0,32.0,https://pypi.org/project/django-allauth-2fa,51996.0,51996.0,3.0,,28.0,,,,
147,django-restql,https://github.com/yezyilomo/django-restql,,[],restful-api-drf,Turn your API made with Django REST Framework(DRF) into a GraphQL like API.,22,True,yezyilomo/django-restql,django-restql,https://github.com/yezyilomo/django-restql,MIT,2019-04-06 21:53:41,2025-02-14 22:17:46,2025-02-14 22:17:39,735.0,,44.0,17.0,218.0,26.0,87.0,621.0,2024-01-25 14:10:50,0.15.4,44.0,329.0,329.0,6.0,https://pypi.org/project/django-restql,34145.0,34145.0,3.0,,,,,,
148,django-mailbox,https://github.com/coddingtonbear/django-mailbox,,[],emails,"Import mail from POP3, IMAP, local email mailboxes or directly from Postfix or Exim4 into your Django application..",22,True,coddingtonbear/django-mailbox,django-mailbox,https://github.com/coddingtonbear/django-mailbox,MIT,2012-06-27 15:58:50,2025-01-11 12:47:24,2025-01-11 12:47:24,549.0,,161.0,21.0,135.0,22.0,140.0,367.0,,,,220.0,220.0,55.0,https://pypi.org/project/django-mailbox,7826.0,7826.0,3.0,,,,,,
149,lagom,https://github.com/meadsteve/lagom,,[],dependency-injection,Autowiring dependency injection container for python 3.,22,True,meadsteve/lagom,lagom,https://github.com/meadsteve/lagom,MIT,2019-06-01 13:54:42,2024-12-14 09:33:50,2024-12-10 15:09:07,436.0,,18.0,5.0,125.0,26.0,114.0,313.0,2023-03-21 19:29:14,2.4.0,24.0,450.0,450.0,13.0,https://pypi.org/project/lagom,84441.0,84441.0,2.0,,,,,,
150,django-slack,https://github.com/lamby/django-slack,,[],messaging,"Slack integration for Django, using the templating engine to generate messages.",22,True,lamby/django-slack,django-slack,https://github.com/lamby/django-slack,BSD-3-Clause,2014-12-10 20:34:18,2024-05-10 15:34:04,2024-05-10 15:34:04,273.0,,55.0,7.0,54.0,9.0,54.0,241.0,,,,448.0,448.0,29.0,https://pypi.org/project/django-slack,114546.0,114546.0,1.0,,,,,,
151,that-depends,https://github.com/modern-python/that-depends,,[],dependency-injection,Simple Dependency injection framework for Python.,22,True,modern-python/that-depends,that-depends,https://github.com/modern-python/that-depends,MIT,2024-03-17 17:25:28,2025-05-08 10:57:10,2025-05-08 10:53:37,234.0,13.0,14.0,4.0,106.0,2.0,67.0,212.0,2025-05-08 10:57:10,3.4.1,78.0,16.0,16.0,15.0,https://pypi.org/project/that-depends,10909.0,10920.0,2.0,,158.0,,,,
152,django-loci,https://github.com/openwisp/django-loci,,[],fields-addresses,Reusable Django app for storing geographic and indoor coordinates. Maintained by the OpenWISP Project.,22,True,openwisp/django-loci,django-loci,https://github.com/openwisp/django-loci,BSD-3-Clause,2017-11-12 15:46:45,2025-05-14 20:58:45,2025-05-14 20:58:33,309.0,17.0,49.0,10.0,130.0,2.0,43.0,186.0,2025-01-27 18:16:39,1.1.2,18.0,15.0,15.0,32.0,https://pypi.org/project/django-loci,1052.0,1052.0,2.0,,,,,,
153,wireup,https://github.com/maldoinc/wireup,,[],dependency-injection,"Performant, concise, and easy-to-use dependency injection container for Python 3.8+.",22,True,maldoinc/wireup,wireup,https://github.com/maldoinc/wireup,MIT,2023-08-19 22:09:32,2025-05-17 16:19:18,2025-05-14 20:13:18,662.0,115.0,13.0,5.0,20.0,14.0,36.0,170.0,2025-04-06 14:08:57,1.0.2,28.0,22.0,22.0,6.0,https://pypi.org/project/wireup,8019.0,8019.0,2.0,,,-1.0,,,
154,librephotos,https://github.com/LibrePhotos/librephotos,,[],photo-management-framework,A self-hosted open source photo management service. This is the repository of the backend.,21,True,LibrePhotos/librephotos,,https://github.com/LibrePhotos/librephotos,MIT,2020-11-11 23:08:19,2025-05-26 09:46:10,2025-05-26 09:45:49,2290.0,99.0,331.0,61.0,687.0,263.0,627.0,7324.0,,,,,,78.0,,,,1.0,,,,,,
155,Gerapy,https://github.com/Gerapy/Gerapy,,[],crawler-management-system,"Distributed Crawler Management Framework Based on Scrapy, Scrapyd, Django and Vue.js.",21,True,Gerapy/Gerapy,,https://github.com/Gerapy/Gerapy,MIT,2017-06-30 03:58:27,2024-10-29 22:08:29,2024-09-07 00:49:42,631.0,,643.0,125.0,100.0,66.0,150.0,3445.0,2023-07-19 18:55:56,0.9.13,16.0,148.0,148.0,17.0,,,,1.0,,,,,,
156,wemake-django-template,https://github.com/wemake-services/wemake-django-template,,[],reusable-app-templates,Bleeding edge django template focused on code quality and security.,21,True,wemake-services/wemake-django-template,,https://github.com/wemake-services/wemake-django-template,MIT,2017-09-14 09:23:23,2025-05-23 05:48:10,2025-05-23 05:48:08,2666.0,35.0,219.0,34.0,2270.0,23.0,522.0,2088.0,2023-09-05 07:57:33,goodbye-3.9,3.0,,,53.0,,,,1.0,,,,,,
157,django-autofixture,https://github.com/gregmuellegger/django-autofixture,,[],example-data,Can create auto-generated test data.,21,False,gregmuellegger/django-autofixture,django-autofixture,https://github.com/gregmuellegger/django-autofixture,BSD-3-Clause,2010-08-24 18:39:29,2024-06-22 18:12:25,2017-03-03 07:13:17,343.0,,88.0,14.0,64.0,19.0,37.0,463.0,,,,870.0,870.0,34.0,https://pypi.org/project/django-autofixture,1596.0,1596.0,2.0,,,,,,
158,django-getpaid,https://github.com/django-getpaid/django-getpaid,,[],payment-subscriptions,Django payments processor.,21,True,django-getpaid/django-getpaid,django-getpaid,https://github.com/django-getpaid/django-getpaid,MIT,2012-07-15 15:11:34,2025-03-12 15:38:47,2025-03-12 15:38:47,406.0,1.0,106.0,20.0,93.0,4.0,58.0,443.0,2020-04-19 09:05:46,2.0.0,6.0,49.0,49.0,31.0,https://pypi.org/project/django-getpaid,3973.0,3973.0,2.0,,,,,,
159,kink,https://github.com/kodemore/kink,,[],dependency-injection,Dependency injection container made for Python.,21,True,kodemore/kink,kink,https://github.com/kodemore/kink,MIT,2019-12-25 20:57:36,2024-10-19 09:57:51,2024-10-19 09:56:52,96.0,,27.0,8.0,42.0,8.0,20.0,427.0,2024-10-19 09:57:33,0.8.1,24.0,254.0,254.0,13.0,https://pypi.org/project/kink,65228.0,65228.0,3.0,,,,,,
160,django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,[],fake-data,A complete library to create dynamic model instances for testing purposes.,21,True,paulocheque/django-dynamic-fixture,django-dynamic-fixture,https://github.com/paulocheque/django-dynamic-fixture,,2012-04-04 22:54:41,2024-10-10 11:01:49,2024-10-10 11:01:49,437.0,,62.0,18.0,95.0,7.0,64.0,389.0,,,,1263.0,1263.0,37.0,https://pypi.org/project/django-dynamic-fixture,83982.0,83982.0,3.0,,,,,,
161,aiosmtpd,https://github.com/aio-libs/aiosmtpd,,[],emails,A reimplementation of the Python stdlib smtpd.py based on asyncio.,21,True,aio-libs/aiosmtpd,aiosmtpd,https://github.com/aio-libs/aiosmtpd,Apache-2.0,2016-07-14 13:51:17,2025-04-11 07:49:23,2025-04-11 07:48:08,850.0,1.0,95.0,12.0,356.0,67.0,114.0,341.0,2024-05-18 11:37:43,1.4.6,16.0,,,44.0,https://pypi.org/project/aiosmtpd,486349.0,486356.0,3.0,,564.0,,,,
162,django-google-maps,https://github.com/madisona/django-google-maps,,[],fields-addresses,Using the Google Maps API with django model admin.,21,True,madisona/django-google-maps,django-google-maps,https://github.com/madisona/django-google-maps,BSD-2-Clause,2010-12-31 14:47:45,2024-03-03 01:07:44,2022-03-22 11:44:40,82.0,,95.0,18.0,46.0,12.0,35.0,283.0,2022-03-22 11:47:01,0.13.0,3.0,691.0,691.0,19.0,https://pypi.org/project/django-google-maps,24504.0,24504.0,3.0,,,,,,
163,django-click,https://github.com/django-commons/django-click,,[],management-commands,Write Django management command using the click CLI library.,21,True,GaretJax/django-click,django-click,https://github.com/django-commons/django-click,MIT,2015-09-10 22:48:53,2025-02-27 13:17:47,2025-02-27 13:16:30,143.0,3.0,21.0,6.0,30.0,8.0,10.0,262.0,2025-02-27 13:17:47,2.4.1,11.0,346.0,346.0,13.0,https://pypi.org/project/django-click,51369.0,51369.0,3.0,django-commons/django-click,,,,,
164,rodi,https://github.com/Neoteroi/rodi,,[],dependency-injection,Implementation of dependency injection for Python 3.,21,True,Neoteroi/rodi,rodi,https://github.com/Neoteroi/rodi,MIT,2018-10-03 21:23:57,2025-04-12 09:09:55,2025-04-12 09:08:02,75.0,3.0,16.0,7.0,43.0,4.0,17.0,205.0,2025-04-12 09:09:55,2.0.8,16.0,310.0,310.0,10.0,https://pypi.org/project/rodi,29741.0,29741.0,3.0,,,,,,
165,django-tailwind-cli,https://github.com/django-commons/django-tailwind-cli,,[],mvt-tailwind-css-framework-integration,Django and Tailwind integration based on the prebuilt Tailwind CSS CLI.,21,True,oliverandrich/django-tailwind-cli,django-tailwind-cli,https://github.com/django-commons/django-tailwind-cli,MIT,2022-10-23 16:09:40,2025-05-13 19:44:39,2025-05-13 19:44:34,492.0,19.0,16.0,4.0,121.0,2.0,32.0,140.0,2025-04-07 16:58:39,4.2.3,18.0,66.0,66.0,15.0,https://pypi.org/project/django-tailwind-cli,6894.0,6900.0,3.0,django-commons/django-tailwind-cli,46.0,,,,
166,django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,,[],mvt-bootstrap-css-framework-integration,Bootstrap 5 integration with Django.,21,True,zelenij/django-bootstrap-v5,django-bootstrap-v5,https://github.com/zelenij/django-bootstrap-v5,BSD-3-Clause,2020-12-10 11:47:38,2024-02-01 02:40:27,2024-01-07 14:31:05,937.0,,43.0,5.0,12.0,8.0,16.0,103.0,,,,10028.0,10028.0,138.0,https://pypi.org/project/django-bootstrap-v5,47564.0,47564.0,3.0,,,,,,
167,django-controlcenter,https://github.com/byashimov/django-controlcenter,,[],admin-interface,Set of widgets to build dashboards for Django projects.,20,True,byashimov/django-controlcenter,django-controlcenter,https://github.com/byashimov/django-controlcenter,BSD-3-Clause,2016-03-01 15:35:59,2025-03-25 19:41:03,2025-03-25 19:39:05,206.0,2.0,83.0,45.0,37.0,10.0,24.0,998.0,,,,93.0,93.0,19.0,https://pypi.org/project/django-controlcenter,9471.0,9471.0,3.0,,,,,,
168,pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,,[],payment-subscriptions,a payments Django app for Stripe.,20,True,pinax/pinax-stripe-light,pinax-stripe-light,https://github.com/pinax/pinax-stripe-light,MIT,2012-08-18 15:39:19,2022-08-18 20:07:37,2021-11-28 01:59:11,1502.0,,269.0,31.0,348.0,68.0,229.0,687.0,2021-11-28 02:09:03,5.0.0,9.0,,,72.0,https://pypi.org/project/pinax-stripe-light,54.0,54.0,2.0,,,,,,
169,django-template-partials,https://github.com/carltongibson/django-template-partials,,[],templates,Reusable named inline partials for the Django Template Language.,20,True,carltongibson/django-template-partials,django-template-partials,https://github.com/carltongibson/django-template-partials,MIT,2023-05-17 18:22:35,2025-05-23 14:50:02,2025-05-23 14:50:02,56.0,4.0,31.0,18.0,42.0,9.0,24.0,565.0,,,,333.0,333.0,18.0,https://pypi.org/project/django-template-partials,54474.0,54474.0,3.0,,,,,,
170,inertia-django,https://github.com/inertiajs/inertia-django,,[],templates,The Django adapter for Inertia.js.,20,True,inertiajs/inertia-django,inertia-django,https://github.com/inertiajs/inertia-django,MIT,2022-08-11 14:47:08,2025-04-19 02:46:33,2025-04-19 02:46:33,73.0,14.0,42.0,11.0,40.0,7.0,32.0,439.0,,,,139.0,139.0,14.0,https://pypi.org/project/inertia-django,12081.0,12081.0,3.0,,,,,,
171,di,https://github.com/adriangb/di,,[],dependency-injection,Pythonic dependency injection.,20,True,adriangb/di,di,https://github.com/adriangb/di,MIT,2021-07-26 06:11:37,2023-10-09 21:46:21,2023-10-09 21:42:13,501.0,,13.0,5.0,66.0,9.0,40.0,321.0,2023-10-09 21:46:10,0.79.2,100.0,169.0,169.0,9.0,https://pypi.org/project/di,8891.0,8891.0,3.0,,,,,,
172,django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,,[],payment-subscriptions,PayPal integration for django-oscar. Can be used without Oscar too.,20,True,django-oscar/django-oscar-paypal,django-oscar-paypal,https://github.com/django-oscar/django-oscar-paypal,BSD-3-Clause,2012-03-23 16:51:01,2023-11-01 11:25:26,2023-09-01 09:54:25,540.0,,197.0,33.0,204.0,24.0,69.0,165.0,,,,161.0,161.0,51.0,https://pypi.org/project/django-oscar-paypal,215.0,215.0,2.0,,,,,,
173,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,,[],event-bus,Kafka implementation for Open edX event bus.,20,False,openedx/event-bus-kafka,edx-event-bus-kafka,https://github.com/openedx/event-bus-kafka,AGPL-3.0,2022-06-11 18:50:06,2025-05-20 02:32:29,2025-04-30 11:56:20,272.0,16.0,4.0,38.0,272.0,7.0,33.0,7.0,2025-04-11 10:07:44,6.1.0,68.0,,,24.0,https://pypi.org/project/edx-event-bus-kafka,63784.0,63784.0,1.0,,,,,,
174,django-rules,https://github.com/dfunckt/django-rules,,[],authorization,"Awesome Django authorization, without the database.",19,True,dfunckt/django-rules,django-rules,https://github.com/dfunckt/django-rules,MIT,2014-03-06 20:46:57,2024-09-02 16:01:04,2024-09-02 15:58:32,214.0,,144.0,38.0,83.0,27.0,86.0,1905.0,2024-09-02 16:01:04,3.5.0,22.0,,,32.0,https://pypi.org/project/django-rules,159.0,159.0,1.0,,,,,,
175,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,[],admin-interface-actions,Generic drag-and-drop ordering for objects and tabular inlines in Django Admin.,19,True,jazzband/django-admin-sortable,django-admin-sortable,https://github.com/jazzband/django-admin-sortable,,2011-08-31 19:31:13,2023-04-21 08:57:53,2022-03-13 00:03:22,621.0,,133.0,16.0,121.0,10.0,132.0,568.0,,,,746.0,746.0,81.0,https://pypi.org/project/django-admin-sortable,29489.0,29489.0,3.0,,,,,,
176,djantic,https://github.com/jordaneremieff/djantic,,[],pydantic-integration,Pydantic model support for Django.,19,True,jordaneremieff/djantic,djantic,https://github.com/jordaneremieff/djantic,MIT,2020-08-02 12:06:11,2024-03-15 10:03:00,2023-02-13 12:15:42,120.0,,33.0,7.0,38.0,13.0,28.0,463.0,2022-04-14 10:14:45,0.7.0,15.0,85.0,85.0,4.0,https://pypi.org/project/djantic,7703.0,7703.0,2.0,,,,,,
